uuid,region,settlement,brand,krs_name_s,n_city,d_1,d_road,d_city,popul_dens
1c7741df-cc64-4ab3-af29-11cb0c370f2c,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"5","2711","4989","1726"
991cde6b-d63c-4d4b-ba37-2893be4cf952,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"21","2259","4898","1726"
4e17f9cf-7871-4630-d878-d756cffdbe08,['Sachsen'],Landkreis,GULF,['Landkreis Vogtlandkreis'],Chemnitz,"1223","734","54909","163"
8506be4d-1262-446d-bc7a-c21a387e4a36,['Sachsen'],Landkreis,Access,['Mittelsachsen'],Chemnitz,"1190","7250","16707","146"
98936a3d-ae75-4add-a173-6b6938f198f3,['Sachsen'],Landkreis,EPT,['Meißen'],Dresden,"828","19668","42143","167"
b2e37e9b-4d34-4ffa-81bf-edef2c7b4048,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"2386","5695","3952","1726"
005056ba-7cb6-1ed2-bceb-bd0355d2cd4e,['Sachsen'],Landkreis,STAR,['Landkreis Erzgebirgskreis'],Chemnitz,"851","9492","32476","186"
805fcd03-38d3-4b94-856f-289f227a7f48,['Sachsen'],Stadtkreis,Access,['Dresden'],Dresden,"0","3376","7005","1726"
8544a6aa-1333-4b0f-ae92-3f973633cbc6,['Sachsen'],Landkreis,EPT,['Meißen'],Dresden,"4530","15826","31327","167"
1f813d4f-79fd-4fdd-8924-dce0c427acc0,['Sachsen'],Landkreis,ARAL,['Görlitz'],Dresden,"1418","34525","76594","122"
9de396c1-f584-43be-88d4-5e3dbbc26b3e,['Sachsen'],Landkreis,M1,['Nordsachsen'],Leipzig,"865","682","10152","98"
e2280916-d176-45bc-a239-6669b1cd10e9,['Sachsen'],Landkreis,ARAL,['Landkreis Erzgebirgskreis'],Chemnitz,"947","200","15550","186"
f193221d-3d5f-4a52-a929-597780f8e043,['Sachsen'],Landkreis,Shell,['Landkreis Vogtlandkreis'],Chemnitz,"16","71","65905","163"
005056ba-7cb6-1ed2-bceb-bff19c2ccd50,['Sachsen'],Landkreis,STAR,['Bautzen'],Dresden,"1593","26937","56821","126"
005056ba-7cb6-1ed2-bceb-c58a064f4d53,['Sachsen'],Landkreis,STAR,['Landkreis Erzgebirgskreis'],Chemnitz,"1757","9178","33190","186"
bdfefb2e-1d30-4613-861d-23aa5c0d0400,['Sachsen'],Landkreis,AVIA,['Görlitz'],Dresden,"0","21178","82918","122"
86df5466-ac61-4295-b19d-75f9305f1583,['Sachsen'],Stadtkreis,Globus SB Warenhaus,['Leipzig'],Leipzig,"970","287","6959","2087"
86f037d7-d8f8-4fad-9aac-f256857725f6,['Sachsen'],Landkreis,Sprint,['Bautzen'],Dresden,"3169","5458","50049","126"
f8a61bff-59cf-4a5d-b4fd-9454237fc52b,['Sachsen'],Landkreis,ARAL,['Mittelsachsen'],Chemnitz,"70","1682","35917","146"
51d4b473-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Bautzen'],Dresden,"17","28298","58400","126"
ecf7b020-0e1e-4194-a16c-1ab84a145f8d,['Sachsen'],Stadtkreis,Pinoil,['Chemnitz'],Chemnitz,"9","1044","3606","1134"
1c0a4af1-6d7b-4792-890a-e06fa2e404ea,['Sachsen'],Landkreis,TotalEnergies,['Mittelsachsen'],Chemnitz,"4949","12530","12918","146"
878a57b6-a835-4eef-8e3b-1313332096b1,['Sachsen'],Landkreis,ARAL,['Bautzen'],Dresden,"4642","10286","48621","126"
d2df6d6c-9a64-4b85-9c59-adb424bc9f92,['Sachsen'],Landkreis,ARAL,['Nordsachsen'],Leipzig,"706","590","14460","98"
005056ba-7cb6-1ed2-bceb-bf01ea42cd4e,['Sachsen'],Stadtkreis,STAR,['Dresden'],Dresden,"519","2557","3287","1726"
005056ba-7cb6-1ed2-bceb-c3b0813b8d50,['Sachsen'],Landkreis,STAR,['Landkreis Vogtlandkreis'],Chemnitz,"332","5655","67450","163"
bfa1df7a-fa5b-4e7c-a993-2f7569393e4f,['Sachsen'],Landkreis,AVIA,['Landkreis Erzgebirgskreis'],Chemnitz,"4263","17314","23060","186"
d04c8896-732d-4ebc-b5a3-323955c34c89,['Sachsen'],Landkreis,ARAL,['Nordsachsen'],Leipzig,"2008","36583","49584","98"
88daadb8-b619-4700-b966-5ad8860fa7af,['Sachsen'],Stadtkreis,Bavaria Petrol,['Leipzig'],Leipzig,"526","6023","7767","2087"
e86b7947-4857-4360-a31f-c6daf09124c5,['Sachsen'],Landkreis,ARAL,['Sächsische Schweiz-Osterzgebirge'],Dresden,"463","84","12079","148"
d3adac84-8039-414e-b511-56a8f13d4a1e,['Sachsen'],Landkreis,TotalEnergies,['Meißen'],Chemnitz,"2841","2065","36598","167"
5bd8ce39-5c72-47f8-8938-eaeefb9a795d,['Sachsen'],Landkreis,ARAL,['Landkreis Erzgebirgskreis'],Chemnitz,"1726","19370","34357","186"
8926ff93-6ae1-48a3-867b-04c07282c1e6,['Sachsen'],Landkreis,Esso,['Görlitz'],Dresden,"5769","28960","80815","122"
077cf0c6-f422-4a73-9f03-710294bd24c1,['Sachsen'],Landkreis,ARAL,['Görlitz'],Dresden,"562","2934","87179","122"
066f69fb-c215-418b-9177-89e6ea5e1654,['Sachsen'],Stadtkreis,ARAL,['Chemnitz'],Chemnitz,"359","2564","2764","1134"
06c2ab8f-6978-4f7b-9043-2491c5c0aa98,['Sachsen'],Landkreis,Access,['Zwickau'],Chemnitz,"1828","4555","34602","337"
a0c261a0-7d14-4c17-ae48-99c872ee9bd1,['Sachsen'],Landkreis,ARAL,['Bautzen'],Dresden,"2416","3446","15145","126"
206db8a5-dcf0-4135-803e-df0261feff40,['Sachsen'],Landkreis,GULF,['Nordsachsen'],Leipzig,"3119","1666","15352","98"
e1cd3d90-f0ba-4287-85ff-c0e31660cb5c,['Sachsen'],Landkreis,ARAL,['Nordsachsen'],Chemnitz,"245","15193","53884","98"
06daeb2e-aad2-4b0d-bc9b-65b0b262b5ce,['Sachsen'],Stadtkreis,TotalEnergies,['Leipzig'],Leipzig,"1341","4750","2913","2087"
f267bfcf-b44f-4222-a29b-0b02fbac4f9c,['Sachsen'],Landkreis,Q1,['Görlitz'],Dresden,"1418","33759","77482","122"
8abad435-f632-41d9-a63e-bcb454e443f6,['Sachsen'],Landkreis,ESSO,['Leipzig'],Leipzig,"6785","4622","15374","2087"
707f4b19-8664-4200-a9e7-512edd91a158,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"1931","1252","3666","1726"
51d4b625-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,Supermarkt-Tankstelle,['Leipzig'],Leipzig,"4718","1010","11980","2087"
075b667a-cd7b-4257-b301-b0c39e1e1208,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"2084","2251","6350","2087"
635e8a0a-624e-4475-9a68-351a1143d5d5,['Sachsen'],Landkreis,ESSO,['Landkreis Erzgebirgskreis'],Chemnitz,"11","200","17378","186"
e0e62995-d18a-4fbd-ac1c-45b489722e85,['Sachsen'],Landkreis,ARAL,['Leipzig'],Leipzig,"515","2868","26118","2087"
671bd191-f75a-4a4e-9399-815571925696,['Sachsen'],Landkreis,Shell,['Leipzig'],Leipzig,"2069","9401","21047","2087"
4727371a-32f5-4ccf-bb93-0b3de348b8d0,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"585","12138","22908","167"
f7635a84-20e9-4a02-a172-f8875641af9e,['Sachsen'],Stadtkreis,Q1,['Leipzig'],Leipzig,"7","5369","1864","2087"
8ae88d9f-0f06-492f-a456-f0e7c3ab7526,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"1313","10545","9453","1726"
8aeb36d0-208d-4ddf-b870-9de754ad9b16,['Sachsen'],Landkreis,freie Tankstelle,['Landkreis Erzgebirgskreis'],Chemnitz,"3933","24549","22526","186"
51461aa6-cd03-4ca6-8dbc-d169d374f46c,['Sachsen'],Landkreis,Globus SB Warenhaus,['Leipzig'],Leipzig,"1484","2771","7304","2087"
005056ba-7cb6-1ed2-bceb-c6b46580cd53,['Sachsen'],Stadtkreis,STAR,['Dresden'],Dresden,"1151","2230","6233","1726"
1a482152-bfec-49ab-8cb6-9ce417a56e29,['Sachsen'],Landkreis,SB,['Landkreis Vogtlandkreis'],Chemnitz,"739","5338","49867","163"
93e3efba-2ff9-43ec-8bf3-1dd7971bbec4,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"1182","356","18045","167"
8b426790-0bdd-4f6d-a7fe-21308e5ad0bf,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"208","1026","4010","1726"
8ca6cf1e-a53a-42a2-9d36-9fae63dfca67,['Sachsen'],Landkreis,ESSO,['Mittelsachsen'],Dresden,"1828","13878","30818","146"
8da97d50-540e-4fdb-d032-7f443a9869a0,['Sachsen'],Landkreis,Freie Tankstelle,['Zwickau'],Chemnitz,"3713","5939","26500","337"
c9762bde-cdab-4f08-b233-ef158d3243d4,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Erzgebirgskreis'],Chemnitz,"1941","3606","15704","186"
c91f6cb9-5c72-431c-aee9-046be47a57bf,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"3282","2012","10604","1726"
c860a0d8-bfae-4ba2-af1c-70b349b16ee9,['Sachsen'],Landkreis,TotalEnergies,['Görlitz'],Dresden,"863","8089","79923","122"
8e2f6d59-1bce-4e5b-926f-04ae7ee79b6c,['Sachsen'],Landkreis,OIL!,['Mittelsachsen'],Chemnitz,"8336","22804","22159","146"
8e480cfa-81ec-4ec1-a861-2eb81d6ea26e,['Sachsen'],Landkreis,GO,['Bautzen'],Dresden,"9032","17870","34202","126"
8eb9107c-7276-4ccf-9476-896c8fcbbb7b,['Sachsen'],Landkreis,Shell,['Nordsachsen'],Chemnitz,"7851","33598","73535","98"
c62e6331-74b4-4726-acdd-05102d408015,['Sachsen'],Landkreis,SB,['Bautzen'],Dresden,"1478","10975","35583","126"
f72a03f9-5f38-4dd7-a5dc-4891d57d47b2,['Sachsen'],Landkreis,EPT,['Meißen'],Dresden,"4648","25531","37696","167"
c4c745cb-ae16-46ee-ac8a-75b2cf0a8284,['Sachsen'],Landkreis,Shell,['Landkreis Vogtlandkreis'],Chemnitz,"332","5645","66573","163"
c48bf149-7577-4ce4-b895-d5ee34d79866,['Sachsen'],Landkreis,Shell,['Landkreis Erzgebirgskreis'],Chemnitz,"2798","23924","37475","186"
8f4b000d-4be1-4eee-8299-12bda6aefc8b,['Sachsen'],Landkreis,ELAN,['Landkreis Vogtlandkreis'],Chemnitz,"1209","8203","49339","163"
c33fde8d-19f1-4671-bcc7-6e2f27c421c2,['Sachsen'],Landkreis,TotalEnergies,['Sächsische Schweiz-Osterzgebirge'],Dresden,"2244","659","14178","148"
c2c3abb2-b882-49f6-a8ba-5fa45ef3bae8,['Sachsen'],Landkreis,Q1,['Zwickau'],Chemnitz,"1324","3099","36092","337"
8f9f6473-5e90-462b-9a64-34af835328e9,['Sachsen'],Landkreis,T,['Bautzen'],Dresden,"6943","5551","55201","126"
8fb15a96-01b8-4f93-91ea-65a2bd3c2ef9,['Sachsen'],Landkreis,Shell,['Mittelsachsen'],Chemnitz,"5760","3972","30375","146"
c1852ef2-d735-447f-6b34-ccd47462cd3f,['Sachsen'],Landkreis,freie Tankstelle,['Leipzig'],Leipzig,"5369","1675","16880","2087"
005056ba-7cb6-1ed2-bceb-c63ac360cd53,['Sachsen'],Landkreis,STAR,['Meißen'],Dresden,"2257","14176","29554","167"
90363aa5-3d97-4d23-8345-c479f08f95e8,['Sachsen'],Landkreis,Sprint,['Sächsische Schweiz-Osterzgebirge'],Dresden,"255","3354","16240","148"
bf39a8a9-49f8-4a9a-9f47-eb13aeac3d04,['Sachsen'],Landkreis,OIL!,['Meißen'],Dresden,"1694","4127","9671","167"
0d552f2b-e9d0-47b6-8ab0-de52fa957d4a,['Sachsen'],Landkreis,Freie Tankstelle,['Bautzen'],Dresden,"6099","4504","37531","126"
be41a5ce-de2d-4974-95c5-19d4c719f5e7,['Sachsen'],Stadtkreis,TotalEnergies,['Leipzig'],Leipzig,"1177","6291","3644","2087"
be15faa1-6475-4ec8-99f6-d02c7292923d,['Sachsen'],Landkreis,Shell,['Mittelsachsen'],Chemnitz,"4159","10729","27965","146"
0d805182-1c2e-4bdc-998a-5237f4b4fafe,['Sachsen'],Landkreis,TotalEnergies,['Sächsische Schweiz-Osterzgebirge'],Dresden,"1207","17437","32934","148"
65f1dc7e-f2f9-4b5a-bac4-7298ac54f318,['Sachsen'],Stadtkreis,bft,['Leipzig'],Leipzig,"3","6557","5239","2087"
bd43136d-5114-4a92-a2b1-ca60f1ea9b62,['Sachsen'],Landkreis,ESSO,['Bautzen'],Dresden,"57","5552","33015","126"
90eae4cc-cbbf-4b40-977f-3661c6f1d4a7,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"642","3442","3957","2087"
bc4a4c57-eb77-46ae-8ef9-d4a1043117fc,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Erzgebirgskreis'],Chemnitz,"2798","25489","34699","186"
bb023dce-fb7b-4e35-ac3a-92dea3c38611,['Sachsen'],Landkreis,TotalEnergies,['Görlitz'],Dresden,"2086","4431","87721","122"
ba6cce0d-df3c-4489-972c-60850040d0b2,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"1242","3403","3753","1726"
91c1dd68-f11b-447d-841d-6387f32245d4,['Sachsen'],Stadtkreis,blitz-tank,['Chemnitz'],Chemnitz,"1113","4673","4016","1134"
91f2e9fb-71d6-466f-8e2a-d3fb7895b50d,['Sachsen'],Landkreis,TotalEnergies Autohof,['Mittelsachsen'],Chemnitz,"2665","282","38440","146"
a13a2fb4-2eeb-47a9-8260-a54f03ff5a84,['Sachsen'],Landkreis,ARAL,['Bautzen'],Dresden,"276","81","44536","126"
b8d3c973-642b-4455-9fc2-9a6cd46ce2cd,['Sachsen'],Stadtkreis,ESSO,['Chemnitz'],Chemnitz,"624","2366","2589","1134"
005056ba-7cb6-1ed2-bced-a63862a48e50,['Sachsen'],Landkreis,STAR,['Sächsische Schweiz-Osterzgebirge'],Dresden,"8812","9661","32047","148"
926efdf5-16db-4cd5-96dd-d766359731e3,['Sachsen'],Landkreis,Sprint,['Bautzen'],Dresden,"1375","12136","35893","126"
b519fdad-546d-43e5-80cc-719896108928,['Sachsen'],Landkreis,ARAL,['Zwickau'],Chemnitz,"936","7039","33820","337"
b511c0ea-63db-4183-351f-46012f0465f4,['Sachsen'],Landkreis,GULF,['Nordsachsen'],Leipzig,"2513","8023","24243","98"
92d552da-e569-49b0-bed3-49cf3aea551a,['Sachsen'],Landkreis,BFT,['Mittelsachsen'],Chemnitz,"3890","3678","32392","146"
b3fe7c48-1376-41b0-a4b5-0adfb4640973,['Sachsen'],Landkreis,TotalEnergies,['Leipzig'],Leipzig,"1282","8255","29353","2087"
b2a65c40-066a-4de9-a051-c93a4a20ac1b,['Sachsen'],Landkreis,ARAL,['Leipzig'],Leipzig,"383","123","26133","2087"
b240a9d8-791f-4b80-93c9-fc65138485df,['Sachsen'],Landkreis,ARAL,['Mittelsachsen'],Chemnitz,"3849","1433","12568","146"
b21b2fcf-0f36-46d6-8171-c28e6c855062,['Sachsen'],Landkreis,Q1,['Mittelsachsen'],Chemnitz,"1865","7613","12043","146"
9b2f0df5-90b9-4b5c-9b3d-ff8cb0914660,['Sachsen'],Landkreis,Shell,['Meißen'],Chemnitz,"2841","184","34967","167"
b1d6971c-1198-454e-85e4-87eb362b87b6,['Sachsen'],Landkreis,EPT,['Sächsische Schweiz-Osterzgebirge'],Dresden,"2133","12529","17471","148"
b08d1d24-b295-4dba-8ea8-ea70bef72dfc,['Sachsen'],Landkreis,Marktkauf,['Leipzig'],Leipzig,"1597","2731","7689","2087"
afab5362-c525-4fe8-a0e2-8c0da3511a0b,['Sachsen'],Landkreis,ELAN,['Zwickau'],Chemnitz,"1864","955","13898","337"
af75f061-2a30-4910-89ad-4d7dc6e5835c,['Sachsen'],Landkreis,GULF,['Landkreis Vogtlandkreis'],Chemnitz,"3874","18856","72672","163"
1171f563-0b9e-4469-8df5-d4ff27042817,['Sachsen'],Stadtkreis,Bavaria Petrol,['Leipzig'],Leipzig,"526","6360","7269","2087"
ae8b0d2b-b4c8-4d45-85f3-e5b0f26c9068,['Sachsen'],Stadtkreis,ESSO,['Dresden'],Dresden,"286","3106","6967","1726"
add0d3d2-8198-40bd-83f1-e27b683f3006,['Sachsen'],Landkreis,Sprint,['Zwickau'],Chemnitz,"1864","3053","13499","337"
ad8c8c1a-52f2-46b4-8f0a-07e743af9db9,['Sachsen'],Stadtkreis,ESSO,['Chemnitz'],Chemnitz,"2176","2674","7931","1134"
ad594389-f86e-40d7-8117-a801cb85517c,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"691","3305","4236","2087"
ad55f746-d2cf-477a-9951-8ee89a0a41b8,['Sachsen'],Landkreis,Q1,['Landkreis Erzgebirgskreis'],Chemnitz,"4651","25808","36643","186"
e1a15081-25c2-9107-e040-0b0a3dfe563c,['Sachsen'],Landkreis,HEM,['Zwickau'],Chemnitz,"102","6688","34818","337"
abb9d593-9ee4-43d9-920e-4488ecf31987,['Sachsen'],Landkreis,OIL!,['Bautzen'],Dresden,"9624","6201","64456","126"
94fb4635-04f4-4154-a1e4-b917125a92ce,['Sachsen'],Landkreis,Frei,['Bautzen'],Dresden,"3151","6380","28682","126"
aacc727f-cc04-45f4-b77a-00c23ce2ca52,['Sachsen'],Landkreis,Sprint,['Görlitz'],Dresden,"7453","26527","68744","122"
9545ade3-4ee8-40f3-83af-96406e5c7919,['Sachsen'],Landkreis,Tankcenter,['Zwickau'],Chemnitz,"645","2931","37476","337"
aa370740-2b57-4b02-84f7-e13fbb9b73ab,['Sachsen'],Landkreis,BFT,['Nordsachsen'],Chemnitz,"198","16074","58595","98"
1299cb51-17aa-4f13-8018-783a7861a463,['Sachsen'],Landkreis,bft,['Meißen'],Dresden,"279","18992","42570","167"
95f27976-ca5a-4931-9416-553c1cbba39e,['Sachsen'],Landkreis,ESSO,['Meißen'],Dresden,"6877","16885","21610","167"
91360525-5403-4bf9-a1b5-a8761be6f18f,['Sachsen'],Stadtkreis,ESSO,['Dresden'],Dresden,"1220","4275","1561","1726"
a98a0081-1b9f-40d9-8730-977a3681e64c,['Sachsen'],Landkreis,Sprint,['Görlitz'],Dresden,"2222","13558","64600","122"
1ed4f596-5b32-48bf-a743-c647378e208b,['Sachsen'],Landkreis,TotalEnergies,['Mittelsachsen'],Chemnitz,"2211","1494","19975","146"
a856ef2f-5815-4a33-a56e-e6197ce93bd1,['Sachsen'],Stadtkreis,TotalEnergies,['Chemnitz'],Chemnitz,"1171","3553","1669","1134"
13a4b59b-ac7c-4786-0286-fb3796057a41,['Sachsen'],Landkreis,GULF,['Görlitz'],Dresden,"7046","15634","68584","122"
9675ba9b-92e3-4ff8-8411-f6b3aab488ca,['Sachsen'],Landkreis,ARAL,['Görlitz'],Dresden,"6654","23435","61755","122"
13ca7d68-0bd2-4cc3-bc4c-dbf78138e1fd,['Sachsen'],Landkreis,BFT,['Landkreis Erzgebirgskreis'],Chemnitz,"4219","15899","36281","186"
96b8c22c-ab91-48fa-8866-d721e2763871,['Sachsen'],Landkreis,Freie Tankstelle,['Bautzen'],Dresden,"762","11539","36941","126"
a597b083-718b-4a7c-bb8e-1bbc4aff8b0f,['Sachsen'],Landkreis,Shell,['Landkreis Erzgebirgskreis'],Chemnitz,"1046","16680","33280","186"
a55f894c-b85e-4246-86e0-2e5493465c02,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Erzgebirgskreis'],Chemnitz,"197","25604","27751","186"
a5141b3c-9d0d-443b-9d14-feb78ba8c4a9,['Sachsen'],Landkreis,ARAL,['Landkreis Erzgebirgskreis'],Chemnitz,"1890","6779","14118","186"
97b089af-351b-4f21-8f39-412f60136ddf,['Sachsen'],Stadtkreis,TotalEnergies,['Leipzig'],Leipzig,"1248","6453","1409","2087"
14ff9630-ccc9-4f11-8d3a-0b5cc7da8844,['Sachsen'],Landkreis,TotalEnergies,['Görlitz'],Dresden,"1235","11407","65398","122"
fef4ebfe-78a5-412c-9dc0-dcb937ba118f,['Sachsen'],Landkreis,TotalEnergies,['Leipzig'],Chemnitz,"1666","2325","28559","2087"
9886775e-3859-43ea-9df0-1574a525cd4d,['Sachsen'],Landkreis,ARAL,['Mittelsachsen'],Chemnitz,"8475","7721","27090","146"
a10c3919-3db1-438c-aeaf-91bf590d35ae,['Sachsen'],Landkreis,ARAL,['Landkreis Erzgebirgskreis'],Chemnitz,"1517","12237","32373","186"
98ae77d0-7471-4281-889d-50d6082bb214,['Sachsen'],Landkreis,Supermarkt,['Meißen'],Dresden,"2432","9849","22616","167"
893278c4-37f8-483e-8b91-43f458972fc0,['Sachsen'],Landkreis,ARAL,['Mittelsachsen'],Chemnitz,"272","96","7056","146"
a0dac661-c56f-465c-ab68-61c9819eced2,['Sachsen'],Landkreis,Q1,['Landkreis Erzgebirgskreis'],Chemnitz,"1941","1834","16500","186"
9f5dc458-cead-43d2-a3ac-5f9fe580a73d,['Sachsen'],Landkreis,GULF,['Görlitz'],Dresden,"6105","14345","85667","122"
3a419ea6-e26f-45d1-b787-590a15273049,['Sachsen'],Landkreis,Shell,['Leipzig'],Leipzig,"2010","440","22899","2087"
99e11a73-76a6-439c-b8e7-a3f8b513e7d3,['Sachsen'],Landkreis,ESSO,['Zwickau'],Chemnitz,"570","2148","27956","337"
9a919959-9450-41b1-a82d-7bee270f10af,['Sachsen'],Landkreis,ARAL,['Landkreis Vogtlandkreis'],Chemnitz,"332","5324","67482","163"
9b91cacb-4ee1-4248-8b01-4fdac9349ca5,['Sachsen'],Landkreis,Supermarkt,['Mittelsachsen'],Chemnitz,"262","9450","18454","146"
9bd5a2a3-3958-4433-2355-810aa7e51462,['Sachsen'],Landkreis,freie Tankstelle,['Landkreis Erzgebirgskreis'],Chemnitz,"1726","19562","35486","186"
e1a15081-25bc-9107-e040-0b0a3dfe563c,['Sachsen'],Stadtkreis,HEM,['Leipzig'],Leipzig,"603","2940","4283","2087"
e1a15081-25c0-9107-e040-0b0a3dfe563c,['Sachsen'],Stadtkreis,HEM,['Leipzig'],Leipzig,"947","5571","3158","2087"
1b008ee6-78ea-4485-ab1d-7212a393b471,['Sachsen'],Landkreis,ARAL,['Bautzen'],Dresden,"1093","1910","51844","126"
f752d92f-2b19-4b19-a6a7-79d509190dd9,['Sachsen'],Landkreis,ARAL,['Landkreis Vogtlandkreis'],Chemnitz,"4036","10509","56410","163"
bf2f59a5-0597-428e-81bb-3212c21e8b23,['Sachsen'],Landkreis,Shell,['Zwickau'],Chemnitz,"0","551","16090","337"
9f39570c-b73f-4981-980a-4e876040b008,['Sachsen'],Landkreis,Shell,['Landkreis Erzgebirgskreis'],Chemnitz,"1588","2121","6417","186"
f32b63b9-02e2-4d96-b6c0-65f138d3ce39,['Sachsen'],Landkreis,Sprint,['Meißen'],Dresden,"2340","19662","45307","167"
1c052df4-0317-4ac0-9d9d-56edf169e2de,['Sachsen'],Stadtkreis,Sprint,['Leipzig'],Leipzig,"305","7707","4842","2087"
1c1ef6cb-4300-4947-8a05-8b638ce306c2,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"472","11769","21814","167"
1c8ab58f-ffa3-400c-b09b-5e25d619174c,['Sachsen'],Landkreis,BFT,['Mittelsachsen'],Dresden,"6163","30347","44115","146"
1d5643e1-8f3f-464d-8583-f63f0c8740ff,['Sachsen'],Stadtkreis,Shell,['Leipzig'],Leipzig,"203","1002","6259","2087"
f77a7cd8-a2a1-4386-8e3b-504124a1387f,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"1455","399","6008","1726"
a386726f-ab41-40d9-96e0-9e7ea2d0eb6b,['Sachsen'],Landkreis,TotalEnergies,['Bautzen'],Dresden,"2018","354","14887","126"
1ae8044b-d90d-4491-9e52-74122fa30d75,['Sachsen'],Landkreis,Shell,['Nordsachsen'],Leipzig,"1438","10906","19317","98"
204b51ec-04d9-40c8-9758-4e3c3e40a157,['Sachsen'],Stadtkreis,TotalEnergies Autohof,['Leipzig'],Leipzig,"865","168","9392","2087"
